SKU DA PLATAFORMA,SKU SÊNIOR,PLATAFORMA,,,SANDRINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUYCLOCK,,,,,,,,,,,,,,,,,,,,FECHAMENTO DE ESTOQUE E VENDA,,,
SKU DA BLING,,,,CD SP,,,CD MG,,,MELI SANDRINI SP,,,MELI SANDRINI MG,,,AMAZON SANDRINI SP,,,AMAZON SANDRINI MG,,,MAGALU SANDRINI SP,,,SHOPEE SPORTS SANDRINI SP,,,SHOPEE  MENSWEAR SANDRINI SP,,,DAFITI SANDRINI SP,,,NETSHOES,,,,CD SP,,,CD MG,,,MELI BUYCLOCK SP,,,MELI BUYCLOCK MG,,,MAGALU BUYCLOCKSP,,,AMAZON BUYCLOCK SP,,,SHOPEE BUYCLOCK SP,,,FINAL,,,
SKU COMUM,SKU SÊNIOR,,,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS,ESTOQUE APTO,ESTOQUE GERAL,VENDAS GERAL,é para colocar
FE009951517AXCNCN400049,FE009951517AXCNCN400049,MELI SANDRINI SP,,,,,,,,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,sim
FE009951517AXCNCN410050,FE009951517AXCNCN410050,MELI SANDRINI SP,,,,,,,,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,1,sim
FE009951517AXCNCN430052,FE009951517AXCNCN430052,MELI SANDRINI SP,,,,,,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,sim
FE06018709LBBCNCN430124,FE06018709LBBCNCN430124,MELI SANDRINI SP,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,sim
FE06152675GAACNCN410011,FE06152675GAACNCN410011,MELI SANDRINI SP,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
FE09622665CCXCNCN390114,FE09622665CCXCNCN390114,MELI SANDRINI SP,,,,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,sim
FE09622665CCXCNCN400115,FE09622665CCXCNCN400115,MELI SANDRINI SP,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
FE09622665CCXCNCN410116,FE09622665CCXCNCN410116,MELI SANDRINI SP,,,,,,,,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,sim
FE09622665CCXCNCN420117,FE09622665CCXCNCN420117,MELI SANDRINI SP,,,,,,,,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,sim
FE09817517CAXCNCN380092,FE09817517CAXCNCN380092,MELI SANDRINI SP,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,não
FE09817517CAXCNCN390093,FE09817517CAXCNCN390093,MELI SANDRINI SP,,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,sim
FE09817517CAXCNCN400094,FE09817517CAXCNCN400094,MELI SANDRINI SP,,,,,,,,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,0,sim
FE09817517CAXCNCN410095,FE09817517CAXCNCN410095,MELI SANDRINI SP,,,,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,sim
FE09817517CAXCNCN420096,FE09817517CAXCNCN420096,MELI SANDRINI SP,,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,sim
FE09948517CAHAACN380107,FE09948517CAHAACN380107,MELI SANDRINI SP,,,,,,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,sim
FE09948517CAHAACN390108,FE09948517CAHAACN390108,MELI SANDRINI SP,,,,,,,,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,sim
FE09948517CAHAACN400109,FE09948517CAHAACN400109,MELI SANDRINI SP,,,,,,,,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,sim
FE09948517CAHAACN410110,FE09948517CAHAACN410110,MELI SANDRINI SP,,,,,,,,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,0,sim
FE09948517CAHAACN420111,FE09948517CAHAACN420111,MELI SANDRINI SP,,,,,,,,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,sim
FE09948517CAHAACN430112,FE09948517CAHAACN430112,MELI SANDRINI SP,,,,,,,,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,sim
FGSS0171B1KX,FGSS0171B1KX,MELI BUYCLOCK MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,5,5,0,0,0,0,,0,,,,,5,5,0,sim
FL000000072AGADCB351384,FL000000072AGADCB351384,MELI SANDRINI SP,,,,,,,,46,46,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,3,sim
FL000000072AGADCB361385,FL000000072AGADCB361385,MELI SANDRINI SP,,,,,,,,55,55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,2,sim
FL000000072AGADCB371386,FL000000072AGADCB371386,MELI SANDRINI SP,,,,,,,,69,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,69,1,sim
FL000000072AGADCB381387,FL000000072AGADCB381387,MELI SANDRINI SP,,,,,,,,90,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,0,sim
FL000000072AGADCB391388,FL000000072AGADCB391388,MELI SANDRINI SP,,,,,,,,36,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,0,sim
FL000000072AGADCB401389,FL000000072AGADCB401389,MELI SANDRINI SP,,,,,,,,25,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,0,sim
FL000000083ABADAF391375,FL000000083ABADAF391375,MELI SANDRINI SP,,,,,,,,71,71,7,,,,,,,,,,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,77,7,sim
FL000000083ABADAF401376,FL000000083ABADAF401376,MELI SANDRINI SP,,,,,,,,119,119,19,,,,,,,,,,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,128,19,sim
FL000000083ABADAF411377,FL000000083ABADAF411377,MELI SANDRINI SP,,,,,,,,127,128,18,,,,,,,,,,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,138,18,sim
FL000000083ABADAF421378,FL000000083ABADAF421378,MELI SANDRINI SP,,,,,,,,52,52,28,,,,,,,,,,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,61,28,sim
FL000000083ABADAF431379,FL000000083ABADAF431379,MELI SANDRINI SP,,,,,,,,9,9,13,,,,,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,13,sim
FL000000083ABADAF441674,FL000000083ABADAF441674,MELI SANDRINI SP,,,,,,,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,sim
FL000000102AACFAF381888,FL000000102AACFAF381888,MELI SANDRINI SP,,,,,,,,39,39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,6,sim
FL000000102AACFAF391400,FL000000102AACFAF391400,MELI SANDRINI SP,,,,,,,,186,186,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,186,8,sim
FL000000102AACFAF401401,FL000000102AACFAF401401,MELI SANDRINI SP,,,,,,,,117,117,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,117,12,sim
FL000000102AACFAF411402,FL000000102AACFAF411402,MELI SANDRINI SP,,,,,,,,112,112,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,112,13,sim
FL000000102AACFAF421403,FL000000102AACFAF421403,MELI SANDRINI SP,,,,,,,,100,100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,11,sim
FL000000102AACFAF431404,FL000000102AACFAF431404,MELI SANDRINI SP,,,,,,,,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,11,sim
FL000000102AACFAF441889,FL000000102AACFAF441889,MELI SANDRINI SP,,,,,,,,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,8,sim
FL000000102CFAACN381671,FL000000102CFAACN381671,MELI SANDRINI SP,,,,,,,,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,9,sim
FL000000102CFAACN391395,FL000000102CFAACN391395,MELI SANDRINI SP,,,,,,,,126,126,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,126,20,sim
FL000000102CFAACN401396,FL000000102CFAACN401396,MELI SANDRINI SP,,,,,,,,153,156,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,156,28,sim
FL000000102CFAACN411397,FL000000102CFAACN411397,MELI SANDRINI SP,,,,,,,,230,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,233,26,sim
FL000000102CFAACN421398,FL000000102CFAACN421398,MELI SANDRINI SP,,,,,,,,149,149,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,149,15,sim
FL000000102CFAACN431399,FL000000102CFAACN431399,MELI SANDRINI SP,,,,,,,,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,sim
FL000000102CFAACN451673,FL000000102CFAACN451673,MELI SANDRINI SP,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
FL000000165AGBPCN391390,FL000000165AGBPCN391390,MELI SANDRINI SP,,,,,,,,55,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,0,sim
FL000000165AGBPCN401391,FL000000165AGBPCN401391,MELI SANDRINI SP,,,,,,,,118,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,118,0,sim
FL000000165AGBPCN411392,FL000000165AGBPCN411392,MELI SANDRINI SP,,,,,,,,119,119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,119,1,sim
FL000000165AGBPCN421393,FL000000165AGBPCN421393,MELI SANDRINI SP,,,,,,,,107,107,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,3,sim
FL000000165AGBPCN431394,FL000000165AGBPCN431394,MELI SANDRINI SP,,,,,,,,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,1,sim
FL000000194ABAPCN391369,FL000000194ABAPCN391369,MELI SANDRINI SP,,,,,,,,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19,sim
FL000000194ABAPCN401370,FL000000194ABAPCN401370,MELI SANDRINI SP,,,,,,,,0,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,47,sim
FL000000194ABAPCN411371,FL000000194ABAPCN411371,MELI SANDRINI SP,,,,,,,,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,45,sim
FL000000194ABAPCN421372,FL000000194ABAPCN421372,MELI SANDRINI SP,,,,,,,,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22,sim
FL000000194ABAPCN431373,FL000000194ABAPCN431373,MELI SANDRINI SP,,,,,,,,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,sim
FL000000194ADAVAP391364,FL000000194ADAVAP391364,MELI SANDRINI SP,,,,,,,,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,sim
FL000000194ADAVAP401365,FL000000194ADAVAP401365,MELI SANDRINI SP,,,,,,,,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26,sim
FL000000194ADAVAP411366,FL000000194ADAVAP411366,MELI SANDRINI SP,,,,,,,,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21,sim
FL000000194ADAVAP421367,FL000000194ADAVAP421367,MELI SANDRINI SP,,,,,,,,0,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,24,sim
FL000000194ADAVAP431368,FL000000194ADAVAP431368,MELI SANDRINI SP,,,,,,,,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,sim
FL000000204AAAAAB0P1380,FL000000204AAAAAB0P1380,MELI SANDRINI SP,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
FL000011851ARAEBD370513,FL000011851ARAEBD370513,MELI SANDRINI SP,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,não
FL000011851ARAEBD380512,FL000011851ARAEBD380512,MELI SANDRINI SP,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,não
FL000011851ARAEBD400510,FL000011851ARAEBD400510,MELI SANDRINI SP,,,,,,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
FL000011869ABABAD381702,FL000011869ABABAD381702,MELI SANDRINI SP,,,,,,,,10,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,54,sim
FL000011869ABABAD441849,FL000011869ABABAD441849,MELI SANDRINI SP,,,,,,,,0,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,42,sim
FL000012367AABPAB381568,FL000012367AABPAB381568,MELI SANDRINI SP,,,,,,,,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,sim
FL000012367AABPAB390243,FL000012367AABPAB390243,MELI SANDRINI SP,,,,,,,,0,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,53,sim
FL000012367AABPAB400242,FL000012367AABPAB400242,MELI SANDRINI SP,,,,,,,,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,83,sim
FL000012367AABPAB420240,,MELI SANDRINI SP,,,,,,,,0,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,52,sim
FL000012367AABPAB430239,,MELI SANDRINI SP,,,,,,,,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,sim
FL000012373AABP00390702,FL000012373AABP00390702,MELI SANDRINI SP,,,,,,,,122,160,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,160,81,sim
FL000012373AABP00400701,FL000012373AABP00400701,MELI SANDRINI SP,,,,,,,,244,260,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,260,133,sim
FL000012373AABP00410700,FL000012373AABP00410700,MELI SANDRINI SP,,,,,,,,346,389,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,389,155,sim
FL000012373AABP00420699,FL000012373AABP00420699,MELI SANDRINI SP,,,,,,,,337,352,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,352,161,sim
FL000012373AABP00430698,FL000012373AABP00430698,MELI SANDRINI SP,,,,,,,,3,5,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,135,sim
FL000012708BYAEAM350001,FL000012708BYAEAM350001,MELI SANDRINI SP,,,,,,,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,sim
FL000012708BYAEAM360002,FL000012708BYAEAM360002,MELI SANDRINI SP,,,,,,,,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30,sim
FL000012708BYAEAM370003,FL000012708BYAEAM370003,MELI SANDRINI SP,,,,,,,,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16,sim
FL000012708BYAEAM380004,FL000012708BYAEAM380004,MELI SANDRINI SP,,,,,,,,22,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,18,sim
FL000012708BYAEAM400006,FL000012708BYAEAM400006,MELI SANDRINI SP,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,não
FL000012857AACSAE350073,FL000012857AACSAE350073,MELI SANDRINI SP,,,,,,,,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,1,sim
FL000012857AACSAE360072,FL000012857AACSAE360072,MELI SANDRINI SP,,,,,,,,47,47,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,6,sim
FL000012857AACSAE370071,FL000012857AACSAE370071,MELI SANDRINI SP,,,,,,,,20,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,10,sim
FL000012857AACSAE380070,FL000012857AACSAE380070,MELI SANDRINI SP,,,,,,,,42,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,8,sim
FL000012857AACSAE400074,FL000012857AACSAE400074,MELI SANDRINI SP,,,,,,,,16,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,6,sim
FL000012857BPCB00360025,FL000012857BPCB00360025,MELI SANDRINI SP,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,não
FL000012865AAARCS341905,FL000012865AAARCS341905,MELI SANDRINI SP,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,sim
FL000012865AABPCB380120,FL000012865AABPCB380120,MELI SANDRINI SP,,,,,,,,13,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,4,sim
FL000012865AABPCB390124,FL000012865AABPCB390124,MELI SANDRINI SP,,,,,,,,29,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,4,sim
FL000012865AABPCB410118,,MELI SANDRINI SP,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
FL000012865AABPCB430116,FL000012865AABPCB430116,MELI SANDRINI SP,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,não
FL000012865ABACCT370130,FL000012865ABACCT370130,MELI SANDRINI SP,,,,,,,,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,sim
FL000012865ABACCT380129,FL000012865ABACCT380129,MELI SANDRINI SP,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
FL000012865ABACCT390133,FL000012865ABACCT390133,MELI SANDRINI SP,,,,,,,,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,sim
FL000012865ABACCT400128,FL000012865ABACCT400128,MELI SANDRINI SP,,,,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,sim
FL000012871AABPAB390278,FL000012871AABPAB390278,MELI SANDRINI SP,,,,,,,,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,sim
FL000012871AABPAB400277,FL000012871AABPAB400277,MELI SANDRINI SP,,,,,,,,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,sim
FL000012871AABPAB410276,FL000012871AABPAB410276,MELI SANDRINI SP,,,,,,,,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,sim
FL000012871AABPAB420275,FL000012871AABPAB420275,MELI SANDRINI SP,,,,,,,,12,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,2,sim
FL000012871AABPAB441483,FL000012871AABPAB441483,MELI SANDRINI SP,,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,sim
FL000012949AABPAE381847,FL000012949AABPAE381847,MELI SANDRINI SP,,,,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,sim
FL000012949AABPAE441848,FL000012949AABPAE441848,MELI SANDRINI SP,,,,,,,,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,sim
FL000012950ADCFBP390178,FL000012950ADCFBP390178,MELI SANDRINI SP,,,,,,,,15,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,10,sim
FL000012950ADCFBP400177,FL000012950ADCFBP400177,MELI SANDRINI SP,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,sim
FL000012950ADCFBP420175,FL000012950ADCFBP420175,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,não
FL000129326AACNCN0P1243,FL000129326AACNCN0P1243,MELI SANDRINI SP,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,sim
FL000129326ADCNCN0P1247,FL000129326ADCNCN0P1247,MELI SANDRINI SP,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,não
FL001116624ADABCN0G1908,FL001116624ADABCN0G1908,MELI SANDRINI SP,,,,,,,,0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,sim
FL001116624ADABCN0M1907,FL001116624ADABCN0M1907,MELI SANDRINI SP,,,,,,,,0,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14,sim
FL001116624ADABCN0P1906,FL001116624ADABCN0P1906,MELI SANDRINI SP,,,,,,,,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,sim
FL001116624ADABCNGG1909,FL001116624ADABCNGG1909,MELI SANDRINI SP,,,,,,,,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,sim
FL001172903AACNCN0G1852,FL001172903AACNCN0G1852,MELI SANDRINI SP,,,,,,,,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,sim
FL001172903AACNCN0M1851,FL001172903AACNCN0M1851,MELI SANDRINI SP,,,,,,,,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11,sim
FL001172903AACNCN0P1850,FL001172903AACNCN0P1850,MELI SANDRINI SP,,,,,,,,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,sim
FL001172904ABAACN0G1856,FL001172904ABAACN0G1856,MELI SANDRINI SP,,,,,,,,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,3,sim
FL001172904ABAACN0M1855,FL001172904ABAACN0M1855,MELI SANDRINI SP,,,,,,,,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,4,sim
FL001172904ABAACN0P1854,FL001172904ABAACN0P1854,MELI SANDRINI SP,,,,,,,,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,sim
FL001172904ABAACNGG1857,FL001172904ABAACNGG1857,MELI SANDRINI SP,,,,,,,,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,sim
